,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
24566,the man leaned with the motorcycle,the man drove with the motorcycle,10303,man,lean,motorcycle,drive,leaned, drove
24567,A man stands in the road.,a man goes in the road.,10726,man,stand,road,go,stands, goes
24569,A girl sits in front of a background.,a girl dances in front of a background.,8042,girl,sit,background,dance,sits, dances
24570,The side of the flag is painted.,the side of the flag is painted.,9423,flag,paint,side,fly,No match,
24571,A boy lays on the floor.,a boy lies on the floor.,6993,boy,lay,floor,lie,lays, lies
24572,A girl walks along a rock.,a girl stands along a rock.,10235,girl,walk,rock,stand,walks, stands
24573,A dog sits up on a road.,a dog stands up on a road.,8984,dog,sit,road,stand,sits, stands
24575,Woman sitting on lake,woman looking on lake,9278,woman,sit,lake,look,sitting, looking
24576,A person wins in the round,a person looks in the round,10732,person,win,round,look,wins, looks
24577,A man relaxing in a garden.,a man walking in a garden.,9391,man,relax,garden,walk,relaxing, walking
24578,A boy sits at the park.,a boy walks at the park.,10174,boy,sit,park,walk,sits, walks
24579,The players score for the team.,the players face for the team.,10736,player,score,team,face,score, face
24580,The person rolls in the field.,the person sits in the field.,7241,person,roll,field,sit,rolls, sits
24581,A person glows in the light.,a person dances in the light.,10738,person,glow,light,dance,glows, dances
24582,The boy walks on the beach.,the boy sits on the beach.,6053,boy,walk,beach,sit,walks, sits
24583,A boy standing in the rain.,a boy walking in the rain.,10739,boy,stand,rain,walk,standing, walking
24584,woman stand a  boat,woman sit a boat,5375,woman,stand,boat,sit,stand, sit
24585,A man walks down a street.,a man runs down a street.,10741,man,walk,street,run,walks, runs
24586,A man reaching with his hand,a man standing with his hand,9409,man,reach,hand,stand,reaching, standing
24587,A couple rides in a car.,a couple stands in a car.,7974,couple,ride,car,stand,rides, stands
24588,Someone offers an addition sign with their hand.,someone shows an addition sign with their hand.,7333,hand,offer,sign,show,offers, shows
24589,A woman kisses a man.,a woman embraces a man.,10334,woman,kiss,man,embrace,kisses, embraces
24590,this person sits by the river,this person bathes by the river,7838,person,sit,river,bathe,sits, bathes
24591,Athletes go for the ball,athletes move for the ball,8742,athlete,go,ball,move,go, move
24592,A girl brushes her hair.,a girl whips her hair.,10240,girl,brush,hair,whip,brushes, whips
24593,The businesswoman is driving the car.,the businesswoman is sitting the car.,10222,businesswoman,drive,car,sit,driving, sitting
24594,A cat lies on a sofa,a cat sits on a sofa,10745,cat,lie,sofa,sit,lies, sits
24595,the businessman  walks on the beach,the businessman stands on the beach,9217,businessman,walk,beach,stand,walks, stands
24596,A comedian performing on stage.,a comedian performing on stage.,10747,comedian,perform,stage,,No match,
24597,A girl runs down the street.,a girl plays down the street.,4738,girl,run,street,play,runs, plays
24598,A woman stretches her arms on the coast.,a woman jogs her arms on the coast.,5726,woman,stretch,coast,jog,stretches, jogs
24599,Players gather around the ball.,players hold around the ball.,6227,player,gather,ball,hold,gather, hold
24600,A man stands on a horse.,a man drives on a horse.,10749,man,stand,horse,drive,stands, drives
24601,A dog walking along the road.,a dog lying along the road.,10163,dog,walk,road,lie,walking, lying
24604,The woman runs at sunset.,the woman jumps at sunset.,4660,woman,run,sunset,jump,runs, jumps
24605,A woman jumps in the water.,a woman takes in the water.,4784,woman,jump,water,take,jumps, takes
24606,A car passes on the street.,a car goes on the street.,10754,car,pass,street,go,passes, goes
24607,A person travels the city with her bags and phone.,a person runs the city with her bags and phone.,10651,person,travel,city,run,travels, runs
24608,Stars move across the sky.,stars shine across the sky.,8076,star,move,sky,shine,move, shine
24610,The person cuts the tree down.,the person grows the tree down.,8146,person,cut,tree,grow,cuts, grows
24611,a man using his cellphone,a man talking his cellphone,10757,man,use,cellphone,talk,using, talking
24612,A person plays a game of stacking blocks.,a person plays a game of stacking blocks.,5436,person,block,game,cheer,No match,
24613,The businessmen do not sit at the table.,the businessmen do not seat at the table.,10759,businessman,sit,table,seat,sit, seat
24614,The players celebrate their run.,the players hit their run.,10761,player,celebrate,run,hit,celebrate, hit
24615,A girl hitchhikes on the road.,a girl stands on the road.,10762,girl,hitchhike,road,stand,hitchhikes, stands
24616,A man trimming meat to cook it.,a man trimming meat to fry it.,10763,man,cook,meat,fry,cook, fry
24617,A girl driving a boat,a girl sitting a boat,10765,girl,drive,boat,sit,driving, sitting
24618,The boy floats in the pool.,the boy jumps in the pool.,10766,boy,float,pool,jump,floats, jumps
24619,A person greets a politician.,a person poses a politician.,10767,person,greet,politician,pose,greets, poses
24620,This actor wearing that gown.,this actor looking that gown.,10769,actor,wear,gown,look,wearing, looking
24621,A man speaks into a microphone,a man holds into a microphone,8788,man,speak,microphone,hold,speaks, holds
24622,A person being solitary on the beach.,a person standing solitary on the beach.,10155,person,be,beach,stand,being, standing
24623,A person claps their hand.,a person walks their hand.,6712,person,clap,hand,walk,claps, walks
24624,A person looks through a window.,a person stands through a window.,7882,person,look,window,stand,looks, stands
24625,The man looks at the flower.,the man gives at the flower.,9336,man,look,flower,give,looks, gives
24626,A girl is holding with an arm.,a girl is standing with an arm.,6552,girl,hold,arm,stand,holding, standing
24627,The boys feed the pigeons.,the boys carry the pigeons.,10771,boy,feed,pigeon,carry,feed, carry
24628,An athlete shows her medal.,an athlete receives her medal.,10772,athlete,show,medal,receive,shows, receives
24629,The person hits the ball with their head.,the person hits the ball with their head.,10723,person,head,ball,boot,No match,
24630,A woman is sitting near the sand,a woman is walking near the sand,4798,woman,sit,sand,walk,sitting, walking
24631,A child sits in a tree.,a child plants in a tree.,8848,child,sit,tree,plant,sits, plants
24632,A species watches some water fall down a cliff.,a species watches some water shake down a cliff.,10774,species,fall,water,shake,fall, shake
24633,Man shaving a beard.,man wearing a beard.,10775,man,shave,beard,wear,shaving, wearing
24634,The person prepares to model.,the person takes to model.,10777,person,prepare,model,take,prepares, takes
24635,A dog stands on the floor.,a dog lies on the floor.,10778,dog,stand,floor,lie,stands, lies
24636,A horse runs through a meadow.,a horse walks through a meadow.,8044,horse,run,meadow,walk,runs, walks
24637,A woman sleeps on a bench.,a woman rests on a bench.,10781,woman,sleep,bench,rest,sleeps, rests
24638,Eagles perching on a tree,eagles sitting on a tree,10782,eagle,perch,tree,sit,perching, sitting
24639,A parent is playing with their baby.,a parent is holding with their baby.,10784,parent,play,baby,hold,playing, holding
24642,People at Wedding,people at wedding,10787,bride,walk,street,cross,No match,
24643,A footballer smiling during a session,a footballer posing during a session,10789,footballer,smile,session,pose,smiling, posing
24646,A woman lies in her bed.,a woman sits in her bed.,10792,woman,lie,bed,sit,lies, sits
24647,Trees sway in the wind.,trees tear in the wind.,9436,tree,sway,wind,tear,sway, tear
24648,A teacher reads to a student.,a teacher teaches to a student.,8999,teacher,read,student,teach,reads, teaches
24650,A girl looks at a boy near a tree.,a girl climbs at a boy near a tree.,4709,girl,look,tree,climb,looks, climbs
24651,The puppy lays in the grass.,the puppy stands in the grass.,7581,puppy,lay,grass,stand,lays, stands
24652,Toddlers play on the beach.,toddlers walk on the beach.,9771,toddler,play,beach,walk,play, walk
24654,The person comes to the ball.,the person calls to the ball.,7529,person,come,ball,call,comes, calls
24655,Women walking dog,women sitting dog,10646,woman,walk,dog,sit,walking, sitting
24656,A girl sits with a basket.,a girl carries with a basket.,10143,girl,sit,basket,carry,sits, carries
24657,The player sees the game.,the player looks the game.,10796,player,see,game,look,sees, looks
24658,A man holding a ball.,a man hitting a ball.,6603,man,hold,ball,hit,holding, hitting
24659,A man crosses the river,a man stands the river,5385,man,cross,river,stand,crosses, stands
24660,The child jumps on the beach.,the child runs on the beach.,8421,child,jump,beach,run,jumps, runs
24661,A woman reaching out her hand.,a woman stretching out her hand.,4497,woman,reach,hand,stretch,reaching, stretching
24662,A man is running on a road.,a man is walking on a road.,10540,man,run,road,walk,running, walking
24663,A woman wading through water.,a woman carrying through water.,5716,woman,wade,water,carry,wading, carrying
24664,A man looks at a laptop.,a man holds at a laptop.,10798,man,look,laptop,hold,looks, holds
24665,A bride is hugging her father.,a bride is arriving her father.,8672,bride,hug,father,arrive,hugging, arriving
24666,The birds fly over the beach along the sunset,the birds play over the beach along the sunset,10801,beach,fly,sunset,play,fly, play
24667,The actor tries on the dress.,the actor wears on the dress.,10802,actor,try,dress,wear,tries, wears
24668,A man plays with a ball.,a man holds with a ball.,10203,man,play,ball,hold,plays, holds
24669,A player carrying a flag.,a player holding a flag.,7201,player,carry,flag,hold,carrying, holding
24670,A baby crawls in the grass,a baby sits in the grass,8958,baby,crawl,grass,sit,crawls, sits
24671,A child runs along a field in a park.,a child walks along a field in a park.,6679,child,run,park,walk,runs, walks
24672,The player hit the referee during the game.,the player watch the referee during the game.,8376,player,hit,game,watch,hit, watch
24673,Children are running in the park.,children are playing in the park.,10805,child,run,park,play,running, playing
24675,A puppy lies in the background,a puppy stands in the background,10808,puppy,lie,background,stand,lies, stands
24676,A person enjoys the sunshine.,a person walks the sunshine.,6547,person,enjoy,sunshine,walk,enjoys, walks
24677,A man sitting on a rock.,a man climbing on a rock.,6294,man,sit,rock,climb,sitting, climbing
24678,A person walks on the floor.,a person falls on the floor.,7299,person,walk,floor,fall,walks, falls
24679,A hand holds the notepad.,a hand writes the notepad.,7522,hand,hold,notepad,write,holds, writes
24680,Walking on the beach during a sunset.,playing on the beach during a sunset.,4889,beach,walk,sunset,play,walking, playing
24681,A child running through grass.,a child sitting through grass.,8637,child,run,grass,sit,running, sitting
24682,A coach poses for a session.,a coach attends for a session.,10812,coach,pose,session,attend,poses, attends
24683,Ferry coming into port.,ferry leaving into port.,10814,ferry,come,port,leave,coming, leaving
24684,The is sitting on the bed.,the is lying on the bed.,8670,woman,sit,bed,lie,sitting, lying
24685,Man looking at other women,man embracing at other women,7106,man,look,other,embrace,looking, embracing
24687,Boats rest on a beach.,boats depart on a beach.,9698,boat,rest,beach,depart,rest, depart
24688,A person can be seen sitting with snow around.,a person can walk seen sitting with snow around.,7493,person,be,snow,walk,be, walk
24689,A car driving across a bridge,a car passing across a bridge,10817,car,drive,bridge,pass,driving, passing
